,match_id,w_ace_avg,l_ace_avg,w_CO_ace_avg,l_CO_ace_avg,w_df_avg,l_df_avg,w_CO_df_avg,l_CO_df_avg,w_2ndIn_avg,l_2ndIn_avg,w_CO_2ndIn_avg,l_CO_2ndIn_avg,winner_1st_serve_in_pct_avg,loser_1st_serve_in_pct_avg,winner_CO_1st_serve_in_pct_avg,loser_CO_1st_serve_in_pct_avg,winner_1st_serve_win_pct_avg,loser_1st_serve_win_pct_avg,winner_CO_1st_serve_win_pct_avg,loser_CO_1st_serve_win_pct_avg,winner_2nd_serve_in_pct_avg,loser_2nd_serve_in_pct_avg,winner_CO_2nd_serve_in_pct_avg,loser_CO_2nd_serve_in_pct_avg,winner_2nd_serve_win_pct_avg,loser_2nd_serve_win_pct_avg,winner_CO_2nd_serve_win_pct_avg,loser_CO_2nd_serve_win_pct_avg,winner_service_games_won_pct_avg,loser_service_games_won_pct_avg,winner_CO_service_games_won_pct_avg,loser_CO_service_games_won_pct_avg,winner_1st_serve_return_win_pct_avg,loser_1st_serve_return_win_pct_avg,winner_CO_1st_serve_return_win_pct_avg,loser_CO_1st_serve_return_win_pct_avg,winner_2nd_serve_return_win_pct_avg,loser_2nd_serve_return_win_pct_avg,winner_CO_2nd_serve_return_win_pct_avg,loser_CO_2nd_serve_return_win_pct_avg,winner_return_games_win_pct_avg,loser_return_games_win_pct_avg,winner_CO_return_games_win_pct_avg,loser_CO_return_games_win_pct_avg,winner_bp_won_pct_avg,loser_bp_won_pct_avg,winner_CO_bp_won_pct_avg,loser_CO_bp_won_pct_avg,winner_bp_saved_pct_avg,loser_bp_saved_pct_avg,winner_CO_bp_saved_pct_avg,loser_CO_bp_saved_pct_avg,non_CO_uncertainty,CO_uncertainty,elo_winner,elo_loser,surface_elo_winner,surface_elo_loser,blended_elo_winner,blended_elo_loser,winner_fatigue_score,loser_fatigue_score,winner_h2h_wins,loser_h2h_wins,winner_h2h_surface_wins,loser_h2h_surface_wins,tournament_country,winner_home,loser_home,winner_injury_score,loser_injury_score,winner_win_pct_last_10,loser_win_pct_last_10,winner_win_pct_last_10_surface,loser_win_pct_last_10_surface,Round_Num,Winner_Set_Diff_Tournament,Winner_Game_Diff_Tournament,Loser_Set_Diff_Tournament,Loser_Game_Diff_Tournament,winner_total_wins_tournament_history,winner_total_losses_tournament_history,loser_total_wins_tournament_history,loser_total_losses_tournament_history
14,melbourne_2025_144895_210530,5.793538239984481,3.5621516402180426,7.9580593624110065,2.7947636969236584,3.279252993758114,2.563280528290615,1.69029998136891,1.4468094255736477,32.28107755205309,26.73607719438525,33.62950377261194,18.442324275778436,0.6765043268725328,0.6562750825166637,0.6941565413960058,0.6749394227275451,0.680442611362568,0.7248765426379319,0.6662829858711029,0.7311112035267149,0.9290053389632054,0.9148884720524336,0.956518429955058,0.9306827420990861,0.53543122772135,0.5414248354576987,0.49559198620116224,0.5578112712025857,0.8034816287946921,0.8392764382318606,0.7651142359256039,0.8032984069411317,0.35867257062083047,0.3773938356107738,0.35267240210626893,0.39069008708518155,0.5718041276802462,0.5517641209292847,0.6110645275425878,0.6155814172222833,0.3757928184625412,0.3653943469702619,0.40348915888118875,0.42064229416465426,0.41236732196103953,0.4696875006632795,0.4660039262501115,0.5328951109277593,0.6359586390427683,0.612098822455655,0.6159643548266498,0.4817814395636385,0.04129531628997952,0.21679141409065816,1704.69969877856,1787.1891746227964,1688.6512214999434,1737.8846404163762,1701.4900033228369,1767.4673609402284,395.21174999999994,318.186875,0.0,0.0,0.0,0.0,AUS,False,False,0.0,0.0,0.5,0.5,0.5,0.5,3,1.0,2.0,2.0,5.0,2.0,0.0,5.0,5.0
15,melbourne_2025_104792_126203,7.194372370319062,9.600809991359542,7.123877430148346,9.449550252251484,3.360814082201742,2.4432823155849435,3.3620329869836896,2.593185422745496,26.789872586581005,28.36855972182152,27.057431728228675,28.39482237879619,0.6269926098049878,0.6219021719109651,0.6249619822900232,0.6224388196983721,0.7710387826952908,0.7976170301149522,0.7680883243154294,0.7987947690165169,0.8958439071039268,0.9230983224075854,0.8950551614203719,0.9195189195197329,0.5599482246702276,0.5740595171301376,0.5613884003415303,0.5731646108214761,0.8896952147593373,0.9112699593369505,0.8868272191116879,0.9075322281250989,0.33047686600001513,0.3039461698436044,0.3320845068219806,0.30847783146288665,0.528548987428536,0.540758305915926,0.5312935143620983,0.5405903776264562,0.3062963514054367,0.28615604682574713,0.30409784151041896,0.2891392541582166,0.4784913631948075,0.48164534912430634,0.4774764596100837,0.48888822694670736,0.6153689427679739,0.5908343557803029,0.6214989931397954,0.5784148685678042,0.007568668685402581,0.010049829161827792,1981.3198418170607,2068.6514108783945,1968.1807299879947,2043.476436534212,1976.0641970854344,2058.5814211407214,294.56935592187494,138.33962499999998,1.0,0.0,1.0,0.0,AUS,False,False,0.0,0.0,0.8,0.6,0.8,0.6,3,1.0,4.0,3.0,13.0,12.0,6.0,16.0,6.0
13,melbourne_2025_132283_206681,5.591609615866424,7.519042266767987,4.957936318752941,7.716737170317701,1.9565203072401518,2.334492570766103,1.8482002105049269,2.47182512939405,25.00579925712775,25.499933322489053,25.83690781705167,26.764992280431912,0.6584610385695921,0.6552377008253559,0.6481862440624262,0.6540493860801613,0.7770896925878058,0.7529567104881913,0.7702014661446446,0.7537488072259865,0.9276750539147577,0.9183130514786687,0.9353527438116938,0.9157951653807563,0.5809599249379175,0.5482078880342998,0.5893167178433151,0.5270074357093615,0.9157181994286048,0.8720316915251911,0.9102320904602228,0.8671792597364382,0.31975230170400837,0.32758512832615044,0.31580014547166446,0.3250311686813279,0.5107771165934049,0.5778053341035647,0.5144141961669587,0.5683236034646644,0.2662880342720831,0.3417957608351135,0.25537237750283154,0.3165424518187026,0.4792269772499602,0.487601148987018,0.478042315332849,0.4712425745887023,0.6305534357131704,0.5559375581150567,0.6202749883047213,0.5964561606896661,0.01138408918502349,0.02498119607034861,1792.1015487256207,1844.0571161819619,1771.8674743147797,1867.6859260429346,1784.0079189612843,1853.5086401263509,306.99024999999995,295.2815,0.0,0.0,0.0,0.0,AUS,False,False,0.0,0.0,0.5,0.6,0.5,0.6,3,2.0,4.0,1.0,4.0,8.0,6.0,4.0,1.0
16,melbourne_2025_126205_200221,6.227371578807396,5.787601725748982,6.096776351306055,5.658958817275028,2.2888463240463124,2.6534670019838282,2.158237914398641,2.6815397527621276,28.448076574421247,27.393065357635784,28.265559355905904,28.12809219845031,0.6222540688602529,0.6386049377311448,0.6264638883378736,0.6320862036622086,0.755509249030942,0.7294895373411059,0.7523828294297007,0.7254109845095977,0.9282228565059139,0.913726604259756,0.9320758628813816,0.9141902453064856,0.5694599865417739,0.543937133569481,0.5719215726235993,0.5370890007490547,0.8775764409706919,0.8414424454239517,0.8734616964566854,0.8341829962930436,0.35123573726684804,0.36395781486599954,0.3475205290949226,0.3626694535433136,0.5409617863245219,0.5441076324030644,0.5374208241861855,0.5473856828617978,0.334786258774481,0.3514273332073253,0.32560890772824774,0.35131790583765715,0.47962297761137107,0.5092539637181194,0.473622957500029,0.5067298089816569,0.6186560591469022,0.6026415754530678,0.6327309228651538,0.6049798120133352,0.007661961104647962,0.011492217957369573,2008.8132252567145,1849.3113141885372,1973.5940285005304,1851.041616281149,1994.7255465542407,1850.003435025582,330.49318562499997,400.90649499999995,3.0,0.0,3.0,0.0,AUS,False,False,0.0,0.0,0.7,0.5,0.7,0.5,4,4.0,18.0,2.0,3.0,14.0,5.0,7.0,4.0
17,melbourne_2025_207733_207989,4.5295348636924695,9.027484916143441,5.018986259595899,9.209363943543035,2.430194943012114,2.546739415703792,2.611819232219993,2.6784150340878,25.808619781133885,27.793081203127976,28.219067499511375,29.161152328644878,0.6497861115974203,0.6127744499231025,0.6468697462911721,0.6044468052508726,0.7425623248093937,0.8018712518982694,0.7448900249836348,0.796442353014347,0.9179471919339005,0.9161878633825826,0.9195760441289358,0.9179042928566781,0.5765609030376103,0.5534980168618276,0.5756428663943274,0.5489371690272026,0.8760015842553138,0.9000379655914342,0.883538145389525,0.8950620093185065,0.3686602129284383,0.3230002420876092,0.3461762056233275,0.31103011073930653,0.5584501627471872,0.5557941782244041,0.5411255182773479,0.5480108864059947,0.372349922825963,0.317135083257018,0.3302436006354387,0.3013526297919705,0.4793018421113954,0.4967316768879984,0.4663437224330253,0.5075601319174198,0.6085041281321399,0.5843105044656779,0.6072120684519247,0.6010639613537945,0.009427408502070595,0.014474015072944917,2241.969533942167,2078.3535862175595,2153.8636686381014,2069.8716377787036,2206.727187820541,2074.960806842017,252.27806624999997,481.687775,2.0,1.0,2.0,0.0,AUS,False,False,0.0,0.0,0.8,0.9,0.8,0.9,4,5.0,21.0,2.0,3.0,10.0,3.0,4.0,2.0
18,melbourne_2025_100644_200005,8.922624180765089,7.44598067683246,9.01524827167707,7.311366934601709,2.805803772937893,2.467149619428232,2.9895506364138806,2.4504930371217624,23.26346450129785,27.53789922470511,23.81462835407874,27.593085376707304,0.6809222408700523,0.6338583734537202,0.6792070458281657,0.6362593028486185,0.7820305733200604,0.7695918547591731,0.7823031987986875,0.7694870802206939,0.8955884327935637,0.9217087119928499,0.8907512655842897,0.9218303933616442,0.5550149541363518,0.5712061251389057,0.5520041343858134,0.5650447611400293,0.9074064548640229,0.8940913137163109,0.9041379881939238,0.892219751781835,0.33049372220025025,0.31441366536060095,0.32399933826754335,0.31712959960493303,0.5494065052856154,0.5333346276849499,0.5492342671146201,0.5300747355179147,0.31145368451080596,0.2848064450064823,0.3024154449178882,0.2784462478412984,0.4859030284635878,0.44884902002195015,0.48952144589801905,0.440832903312859,0.5958197982007782,0.6206508141016807,0.6021606237474316,0.6261357423966485,0.0067506014181091855,0.009022634900049363,2137.8796711924597,1985.2128874718187,2110.0664190805073,2017.3028377958824,2126.7543703476786,1998.0488676014443,227.64373121874996,260.865866203125,3.0,0.0,2.0,0.0,AUS,False,False,0.0,0.0,0.9,0.8,0.9,0.8,4,6.0,13.0,4.0,7.0,26.0,7.0,8.0,6.0
19,melbourne_2025_104925_208103,7.234555621602406,6.918245708060419,7.107537021412176,6.9422229505142194,2.6123729242662206,2.284139370639165,2.726462471552374,2.421496728708818,26.764143023520507,25.649537194350234,28.942734760238753,26.656170291291964,0.6428769974496054,0.6224705390333506,0.6359184740625977,0.6192880906888379,0.7768286396394765,0.7977556535814464,0.7669873170216676,0.795539617590605,0.9133937713783319,0.9226906580803876,0.9163128040434054,0.9211254515930531,0.5809689499454906,0.5754890799341844,0.5708547848501782,0.5825359587891756,0.8992151152754603,0.9158394881083999,0.8884146712627985,0.9195387385763919,0.3513665427029764,0.33055292328513336,0.3450846025490445,0.3328497333392488,0.561593396399704,0.5298874592964421,0.5478222787926261,0.5225933955896367,0.35128210726479914,0.2896113805856455,0.3309759100801605,0.28101332870056184,0.4775710920956534,0.4490868704156341,0.47510021149170995,0.4246588007487814,0.5559262666515375,0.6282960235009039,0.5828928042836308,0.6060197056888921,0.009219609797805804,0.014545144513314187,2227.6925225381246,2012.1514246997517,2287.6809061036884,1972.625739752772,2251.6878759643505,1996.3411507209598,310.3924653125,183.05273121874998,0.0,0.0,0.0,0.0,AUS,False,False,0.0,0.0,0.8,0.9,0.8,0.9,4,5.0,16.0,5.0,16.0,39.0,2.0,8.0,3.0
20,melbourne_2025_206173_208029,6.694045811417496,6.610796328522427,7.041441609045424,6.3568605117874455,2.184100397301264,2.7769173718132283,2.1963603756409893,2.7430243786185144,28.502713507040603,26.39295788520985,28.90244561705757,26.346590915352362,0.6122416998375662,0.6340847038648733,0.6146953890706,0.6337607432551942,0.7833757794905375,0.7707182688175884,0.7819545752999426,0.7716471040523286,0.9311572045070999,0.9093105872621899,0.9322874357655859,0.9104980261926685,0.5742675683630647,0.5723955163008135,0.5728231646558865,0.5755620476275649,0.9033946253950711,0.9030014667062249,0.900948033803937,0.9056668284917486,0.3366948112711079,0.3224491623037555,0.33243824224519397,0.32424618684634654,0.555212363027507,0.5288997020792954,0.5552922371414286,0.5290984946907884,0.32245850273792076,0.292284378743824,0.31456965897661016,0.2933321641031187,0.48549339418394627,0.4705497000945044,0.48500768188799775,0.47682440771069273,0.6192721293187364,0.6287209416768584,0.614417639352491,0.6330455575101386,0.006666312095464926,0.00872542738944755,2322.830705258562,2020.3117514674852,2356.1376858491562,1983.1053468658247,2336.1534974948,2005.429189626821,266.64947153124996,390.20117,2.0,1.0,1.0,0.0,AUS,False,False,0.0,0.0,0.9,0.7,0.9,0.7,4,6.0,16.0,2.0,6.0,18.0,4.0,7.0,3.0
21,melbourne_2025_200282_210506,4.990418502488131,6.592438093384561,5.150001904187652,6.915138408984082,2.5611178928495466,2.3114401714868626,2.5526682366411992,2.393487082576336,29.880223181492227,24.820891618921582,29.54864577333553,25.31516336425432,0.5843234487453736,0.6564455928441923,0.5942529174488723,0.6479554798973742,0.7531657621207293,0.7566671344425361,0.7548895663316448,0.7602092026255606,0.9241107615746212,0.9188258391854187,0.9265617031740366,0.920815607163959,0.5623996863966757,0.563178615582957,0.5647625651152242,0.5613374452556261,0.8674660990253501,0.8873605233115707,0.858039936423918,0.8892029501898677,0.3605264002528754,0.34552345911002824,0.35228818419880414,0.3451135370599245,0.5620025475825875,0.5454775482214944,0.5543344280373409,0.5557050292945871,0.37934330027471325,0.32511951532625605,0.3629889023134008,0.32726204583441393,0.5176965528593632,0.4969031865951598,0.4881382124446533,0.47416459469914046,0.5999411797209583,0.6209280817375123,0.5536943578614729,0.6016825527611669,0.009848922697715833,0.022273595510323502,2075.82538531966,1885.6765677022117,2043.9943788837206,1889.1626259548532,2063.0929827452846,1887.0709910032683,336.6963953125,257.478920078125,2.0,0.0,1.0,0.0,AUS,False,False,0.0,0.0,0.8,0.7,0.8,0.7,4,5.0,14.0,5.0,11.0,16.0,6.0,5.0,1.0
22,melbourne_2025_104792_210097,8.630170349153135,7.353137451209161,8.728575194429862,7.3445540444419475,3.164118210912288,3.366696596078964,3.22028460647381,3.5356532141448698,26.090871004573962,26.938775428990226,26.665866069364608,28.461173836496922,0.6640942119936809,0.6268509118775822,0.6588616137868234,0.6289128439433878,0.7939599591393282,0.77153359787893,0.7953961951104978,0.7757958292201862,0.8896311216513156,0.8960188953390478,0.8927703686042617,0.8991056595977422,0.6007586672382932,0.561059672705435,0.5958264195858346,0.5759447209271622,0.926025639041103,0.890274020266615,0.9290845627846254,0.8989348647438147,0.27967403595862095,0.32975609573158093,0.27613469234140575,0.3072935685573097,0.5022622620651148,0.527538051435645,0.4973360910778682,0.5239321365284868,0.20953178577929238,0.3043075072831581,0.19984644854869493,0.2701146062118077,0.4405650696904502,0.4771559095704958,0.4343927496777371,0.4632711634729946,0.6029667220272346,0.616607163269126,0.6088001256110267,0.6038969624189803,0.010087932292260007,0.016989749882914757,1969.2828454886371,2005.3088483599058,1965.6024205317735,1995.3079349788752,1967.8106755058918,2001.3084830074936,315.112010625,347.82972187499996,0.0,0.0,0.0,0.0,AUS,False,False,0.0,0.0,0.7,0.9,0.7,0.9,4,5.0,8.0,3.0,6.0,9.0,2.0,13.0,6.0
23,melbourne_2025_132283_210530,5.664268839201586,5.2916224439074595,6.074904512037451,6.88097768956903,1.9641794050174142,3.459426815316663,1.9646496972131713,1.3847321746727275,25.15937517428945,33.71754129491925,24.844774063353587,31.165599365075046,0.6582020167214465,0.6604695522855931,0.6512387454157234,0.6954827226698203,0.777648149609669,0.6858559759210774,0.7893132747905028,0.6612239136022933,0.9277562716925418,0.9261735916198304,0.9278305916716979,0.9643789092408585,0.5805912127490997,0.5368540228018887,0.6093163547987018,0.5235054445416241,0.9163407883975098,0.8031170787690854,0.923891968120816,0.7874898790939495,0.3193614355350627,0.362999831315997,0.30450074988681813,0.3723529105195805,0.5108507872661366,0.5675578368904796,0.5338446478121301,0.5849606772640461,0.2658760948945387,0.37832747369712505,0.25240898175201526,0.4108929433692206,0.47766707174050776,0.41107237990849915,0.42306883851456817,0.46210646210677714,0.6332630650465784,0.6499131302701935,0.6570291968976765,0.6492338153185054,0.027860294139042327,0.14337612590366797,1811.679773208019,1749.2601424683546,1798.7187937998553,1729.8762399626128,1806.4953814447535,1741.506581466058,388.40045562499995,429.19048937499997,0.0,0.0,0.0,0.0,AUS,False,False,0.0,0.0,0.6,0.6,0.6,0.6,4,4.0,13.0,4.0,9.0,9.0,6.0,3.0,0.0
24,melbourne_2025_104925_207989,7.24821956916213,4.540881805312296,6.814204757222054,4.571420792968384,2.615211101087482,2.4489122126414915,2.563620461359653,2.433055326638346,26.82422367445466,25.722929627226943,27.2023699256034,25.616462341999732,0.6424687452650739,0.6499907936915158,0.6390926857322512,0.6561447861809605,0.777112136320437,0.743174887661518,0.7731493103614597,0.7455359069164305,0.9134496549992595,0.91663256769021,0.9153862742489857,0.9164718180136309,0.5813385979894314,0.5750489047140156,0.5730368131389166,0.5762409025380859,0.8994973912268364,0.8761776526261303,0.892974089672931,0.8820425741095405,0.3503609244275468,0.3692648047945694,0.3489074932479788,0.3620048184944448,0.5617787154694878,0.5585444755323936,0.5614926263021307,0.5516766207882478,0.35016661575495645,0.3728788952354634,0.35292086502795367,0.3597114808363973,0.47607152839450007,0.47823862516953997,0.4837539562295989,0.4758248134025349,0.5567364203392808,0.6089274929761253,0.5653119355432331,0.6110868037616461,0.0073692540317891785,0.010260496856442484,2236.956323574308,2252.256250096318,2295.466127701715,2172.023223168309,2260.360245225271,2220.1630393251144,304.3664115625,221.58396062499997,3.0,2.0,1.0,0.0,AUS,False,False,0.0,0.0,0.8,0.8,0.8,0.8,5,8.0,22.0,7.0,28.0,40.0,2.0,11.0,3.0
25,melbourne_2025_100644_126205,8.98261015899631,6.2396229824707,8.998202989497962,6.32622244829613,2.8068952985869173,2.273421317014459,2.853007307022515,2.25652322152019,23.25638659006457,28.404724857616504,23.727856599330575,28.884464003400254,0.6810814387141103,0.6225859635138781,0.6791338027281644,0.624250669929327,0.7823404879959269,0.7561134779545551,0.7822469965531407,0.7558504401975211,0.8955010554205701,0.9287052229512809,0.89554843034076,0.9307143834639874,0.5545945025250291,0.569298330062246,0.5542825639322209,0.5620994378143149,0.9072229691931587,0.8784039698833476,0.905868739613255,0.8723440996254587,0.33038080837635525,0.3522467929945143,0.32582886321430093,0.35364695305565697,0.5506245048322165,0.5418984829528671,0.5473886957951674,0.5464462568593038,0.31181350724189955,0.3372550722473956,0.2992974937786866,0.3407662473133583,0.4852792064461922,0.4800189220886037,0.4834243627270108,0.4796850959446255,0.5964857197374096,0.6212214640754059,0.5889413710389736,0.6119069901362574,0.006197465943196861,0.008084715003501488,2147.147173415482,2018.721282635278,2125.2302161111447,1987.601956751927,2138.3803904937467,2006.2735522819376,243.92894124999998,229.20167124999998,1.0,1.0,1.0,1.0,AUS,False,False,0.0,0.0,0.9,0.7,0.9,0.7,5,8.0,21.0,7.0,33.0,27.0,7.0,15.0,5.0
26,melbourne_2025_200282_206173,6.738894412265583,4.990480658475117,6.754824626745194,5.03280973463725,2.206692958969696,2.5513041254436515,2.2503888556773437,2.645664092279454,28.57060946823396,30.012636156784847,29.152198185829054,30.658383509080917,0.6119443453487153,0.5833073601490496,0.6095276511798923,0.5845626190180521,0.7836583099340377,0.7533963825495779,0.7802471427755507,0.7462484408191417,0.9307934713521873,0.9244658791069059,0.9313465040818933,0.9239169507644186,0.5743425796723786,0.5628531644802115,0.5751809154196201,0.558578164014753,0.9036387695496603,0.8678517019533506,0.8988187113182035,0.8590961447794503,0.33670404788270597,0.3607553047496108,0.3329793746435712,0.3562930106119587,0.5548858729346354,0.561721352827094,0.5538791213194086,0.5569328474207894,0.321940064362928,0.3793765714937482,0.31891134373552327,0.37082565515611077,0.48557924473998254,0.5173000545158006,0.4802050559088346,0.5268022301641436,0.6203412258122424,0.6008829785976391,0.6170394392436628,0.6064354142253776,0.00613602475643119,0.008022753563935963,2314.1571715065356,2075.7584894200327,2348.495949751031,2043.1262201312582,2327.8926828043336,2062.705581704523,305.760778125,307.2794678125,5.0,1.0,4.0,1.0,AUS,False,False,0.0,0.0,1.0,0.8,1.0,0.8,5,8.0,23.0,8.0,24.0,19.0,4.0,17.0,6.0
27,melbourne_2025_132283_210097,8.611996622002492,5.774311887829511,8.923016136938047,5.739025458525398,3.1623379792725927,1.9644408371998294,3.195017054586909,1.9410131377637,26.17648120204335,25.194585378695624,26.937933486452042,25.466014318572604,0.6643926773920243,0.6582380903474407,0.6590968797769663,0.656052815550326,0.7941052262989183,0.7785921606013313,0.7899323896040118,0.7794298719887349,0.8899481046161777,0.9278271605796353,0.8912070439720509,0.931430600092339,0.6001061675269239,0.5795492292978274,0.6042597561004711,0.5869832511489264,0.9262261121155816,0.916523201504677,0.926567666783387,0.9176654979568294,0.2785351957275583,0.31891020817710847,0.27986569347543494,0.31565157587679554,0.5026712921658263,0.512096196332721,0.5007919742604149,0.5026174877444153,0.20839685939222777,0.26621856125548865,0.21031716336488052,0.2554403092679013,0.44120934514387683,0.477498351366612,0.4416195413028906,0.48253119677269385,0.6054630830087934,0.634114402278297,0.5939971151287824,0.6324032823293895,0.008956502610689828,0.015133887786976215,1942.0905098452283,1803.446381577735,1939.4491487083062,1785.1532040131804,1941.0339653904596,1796.129110551913,327.884939375,340.8273740625,1.0,1.0,1.0,0.0,AUS,False,False,0.0,0.0,0.7,0.7,0.7,0.7,5,6.0,9.0,6.0,22.0,10.0,2.0,10.0,6.0
